Transaction_ID,Date,Customer_ID,Age,Gender,Region,Product,Quantity,Stock_Level,Purchase_Frequency,Category,Unit_Price,Total_Sales,Low_Stock_Flag,Age_Category
TXN000140,2024-09-18,CUST02315,34,Female,West,Monitor,2,259,5,Computers,9000,18000,Sufficient,Adult
TXN000141,2023-07-11,CUST01227,34,Male,West,Monitor,1,188,3,Computers,14000,14000,Sufficient,Adult
TXN000142,2024-10-22,CUST00075,59,Female,West,Headphones,3,249,5,Accessories,1500,4500,Sufficient,Senior
TXN000143,2023-02-10,CUST02136,59,Male,West,Headphones,3,210,6,Accessories,2500,7500,Sufficient,Senior
TXN000144,2024-02-24,CUST01171,48,Female,East,Headphones,1,120,2,Accessories,1500,1500,Sufficient,Middle-Aged
TXN000145,2024-03-13,CUST02039,58,Male,South,Tablet,3,209,5,Computers,22000,66000,Sufficient,Senior
TXN000146,2023-09-26,CUST03488,25,Female,East,Headphones,3,298,3,Accessories,4500,13500,Sufficient,Young
TXN000147,2023-02-05,CUST04601,30,Male,South,Smartphone,2,189,3,Electronics,28000,56000,Sufficient,Adult
TXN000148,2024-10-01,CUST00830,30,Male,South,Speaker,2,129,1,Accessories,2500,5000,Sufficient,Adult
TXN000149,2023-07-26,CUST01944,32,Male,West,Speaker,2,98,2,Accessories,8500,17000,Sufficient,Adult
TXN000150,2023-11-24,CUST04418,49,Female,North,Camera,2,100,6,Electronics,25000,50000,Sufficient,Middle-Aged
TXN000151,2023-02-26,CUST00104,48,Female,East,Monitor,3,98,4,Computers,14000,42000,Sufficient,Middle-Aged
TXN000152,2023-07-02,CUST03887,53,Male,East,Speaker,3,270,2,Accessories,6500,19500,Sufficient,Middle-Aged
TXN000153,2023-04-24,CUST04140,21,Female,West,Tablet,3,185,4,Computers,22000,66000,Sufficient,Young
TXN000154,2024-11-05,CUST03237,32,Male,East,Speaker,2,148,3,Accessories,2500,5000,Sufficient,Adult
TXN000155,2024-12-12,CUST01813,31,Male,North,Headphones,1,18,1,Accessories,3500,3500,Low,Adult
TXN000156,2023-09-02,CUST03494,42,Male,East,Smartwatch,2,65,3,Wearables,4000,8000,Sufficient,Middle-Aged
TXN000157,2024-11-08,CUST03582,36,Male,East,Smartphone,3,188,6,Electronics,22000,66000,Sufficient,Adult
TXN000158,2024-04-18,CUST04785,48,Female,West,Smartwatch,3,126,6,Wearables,8000,24000,Sufficient,Middle-Aged
TXN000159,2023-01-17,CUST01620,28,Female,North,Smartwatch,3,141,5,Wearables,4000,12000,Sufficient,Adult
TXN000160,2024-06-06,CUST03923,64,Female,West,Monitor,2,61,6,Computers,24000,48000,Sufficient,Senior
TXN000161,2024-10-18,CUST03117,25,Male,East,Smartphone,2,246,5,Electronics,28000,56000,Sufficient,Young
TXN000162,2024-06-14,CUST02400,38,Female,North,Headphones,1,137,2,Accessories,2500,2500,Sufficient,Adult
TXN000163,2023-12-23,CUST04878,57,Female,West,Headphones,3,177,4,Accessories,1500,4500,Sufficient,Senior
TXN000164,2023-03-26,CUST03095,67,Female,South,Smartphone,2,189,5,Electronics,22000,44000,Sufficient,Senior
TXN000165,2024-12-19,CUST01813,41,Female,North,Smartphone,1,53,3,Electronics,18000,18000,Sufficient,Middle-Aged
TXN000166,2023-11-08,CUST03578,35,Female,East,Laptop,3,255,3,Computers,75000,225000,Sufficient,Adult
TXN000167,2023-01-31,CUST01495,51,Female,East,Laptop,1,167,4,Computers,75000,75000,Sufficient,Middle-Aged
TXN000168,2023-04-15,CUST01158,47,Female,North,Tablet,1,236,3,Computers,22000,22000,Sufficient,Middle-Aged
TXN000169,2024-07-19,CUST03902,68,Male,East,Smartphone,2,174,2,Electronics,22000,44000,Sufficient,Senior
TXN000170,2023-05-31,CUST02350,37,Male,East,Monitor,3,77,4,Computers,24000,72000,Sufficient,Adult
TXN000171,2023-05-17,CUST03632,29,Male,West,Smartphone,2,277,3,Electronics,18000,36000,Sufficient,Adult
TXN000172,2023-07-14,CUST01990,22,Female,North,Smartphone,1,244,2,Electronics,12000,12000,Sufficient,Young
TXN000173,2023-06-15,CUST04138,62,Female,West,Tablet,2,276,5,Computers,27000,54000,Sufficient,Senior
TXN000174,2023-05-02,CUST02379,29,Female,South,Monitor,1,198,4,Computers,24000,24000,Sufficient,Adult
TXN000175,2024-05-04,CUST01352,27,Female,North,Laptop,1,272,6,Computers,65000,65000,Sufficient,Adult
TXN000176,2023-08-22,CUST04806,31,Male,East,Camera,1,36,2,Electronics,55000,55000,Sufficient,Adult
TXN000177,2023-07-25,CUST02397,67,Male,North,Smartphone,2,189,5,Electronics,18000,36000,Sufficient,Senior
TXN000178,2023-11-10,CUST02920,44,Female,South,Laptop,1,186,5,Computers,65000,65000,Sufficient,Middle-Aged
TXN000179,2023-05-11,CUST03749,53,Female,North,Speaker,3,46,4,Accessories,4500,13500,Sufficient,Middle-Aged
TXN000180,2024-07-18,CUST03957,23,Female,East,Laptop,1,23,2,Computers,65000,65000,Sufficient,Young
TXN000181,2023-02-15,CUST01578,67,Male,South,Headphones,2,180,4,Accessories,3500,7000,Sufficient,Senior
TXN000182,2024-06-25,CUST02392,21,Female,North,Headphones,2,142,6,Accessories,2500,5000,Sufficient,Young
TXN000183,2023-08-07,CUST01510,61,Female,South,Speaker,1,154,4,Accessories,8500,8500,Sufficient,Senior
TXN000184,2023-06-28,CUST01532,52,Female,South,Tablet,2,165,2,Computers,18000,36000,Sufficient,Middle-Aged
TXN000185,2024-09-23,CUST04034,19,Female,East,Camera,1,250,2,Electronics,55000,55000,Sufficient,Young
TXN000186,2023-08-28,CUST01579,26,Female,East,Speaker,1,186,5,Accessories,6500,6500,Sufficient,Adult
TXN000187,2023-06-07,CUST01648,64,Female,South,Camera,2,113,3,Electronics,45000,90000,Sufficient,Senior
TXN000188,2024-06-07,CUST01501,29,Male,South,Tablet,3,221,5,Computers,32000,96000,Sufficient,Adult
TXN000189,2023-12-04,CUST04900,44,Male,West,Headphones,1,236,6,Accessories,3500,3500,Sufficient,Middle-Aged
TXN000190,2023-04-27,CUST00081,66,Male,East,Laptop,2,13,5,Computers,45000,90000,Low,Senior
TXN000191,2024-07-16,CUST04060,58,Female,North,Smartwatch,3,265,2,Wearables,6000,18000,Sufficient,Senior
TXN000192,2023-03-30,CUST01844,68,Male,West,Smartphone,2,136,1,Electronics,22000,44000,Sufficient,Senior
TXN000193,2023-09-27,CUST02884,68,Male,East,Laptop,3,231,4,Computers,55000,165000,Sufficient,Senior
TXN000194,2023-11-15,CUST02356,51,Female,South,Tablet,1,152,1,Computers,18000,18000,Sufficient,Middle-Aged
TXN000195,2023-07-11,CUST04509,19,Male,North,Smartwatch,1,77,3,Wearables,10000,10000,Sufficient,Young
TXN000196,2023-11-28,CUST04978,56,Female,East,Tablet,2,246,6,Computers,18000,36000,Sufficient,Senior
TXN000197,2023-09-23,CUST00525,33,Male,East,Laptop,2,188,2,Computers,55000,110000,Sufficient,Adult
TXN000198,2023-03-24,CUST03057,42,Male,South,Smartphone,3,81,6,Electronics,28000,84000,Sufficient,Middle-Aged
TXN000199,2023-08-10,CUST02811,45,Female,South,Camera,3,210,4,Electronics,35000,105000,Sufficient,Middle-Aged
TXN000200,2024-01-06,CUST03628,46,Male,North,Headphones,3,223,6,Accessories,3500,10500,Sufficient,Middle-Aged
TXN000201,2023-07-01,CUST00735,37,Male,North,Smartphone,2,195,2,Electronics,18000,36000,Sufficient,Adult
TXN000202,2023-03-14,CUST00860,55,Male,East,Camera,2,212,6,Electronics,55000,110000,Sufficient,Middle-Aged
TXN000203,2024-04-16,CUST01203,20,Female,South,Monitor,1,259,6,Computers,9000,9000,Sufficient,Young
TXN000204,2024-12-11,CUST03765,30,Male,South,Smartwatch,2,117,6,Wearables,4000,8000,Sufficient,Adult
TXN000205,2024-06-22,CUST00536,63,Male,West,Headphones,2,269,1,Accessories,1500,3000,Sufficient,Senior
TXN000206,2023-08-15,CUST03145,60,Male,North,Camera,2,64,1,Electronics,55000,110000,Sufficient,Senior
TXN000207,2024-07-28,CUST03242,35,Male,West,Tablet,1,37,6,Computers,32000,32000,Sufficient,Adult
TXN000208,2024-11-12,CUST02097,44,Male,North,Tablet,3,281,4,Computers,18000,54000,Sufficient,Middle-Aged
TXN000209,2024-07-28,CUST04948,59,Female,South,Monitor,3,96,4,Computers,14000,42000,Sufficient,Senior
TXN000210,2023-08-28,CUST02631,32,Male,East,Smartwatch,1,177,1,Wearables,4000,4000,Sufficient,Adult
TXN000211,2024-02-23,CUST04712,52,Male,South,Smartphone,1,195,5,Electronics,12000,12000,Sufficient,Middle-Aged
TXN000212,2023-01-18,CUST00615,49,Female,East,Tablet,1,48,6,Computers,32000,32000,Sufficient,Middle-Aged
TXN000213,2024-06-10,CUST01598,48,Male,East,Laptop,3,260,4,Computers,45000,135000,Sufficient,Middle-Aged
TXN000214,2024-08-17,CUST02092,19,Male,West,Headphones,2,241,3,Accessories,2500,5000,Sufficient,Young
TXN000215,2023-08-01,CUST00779,67,Male,South,Headphones,1,80,2,Accessories,2500,2500,Sufficient,Senior
TXN000216,2023-05-22,CUST01005,30,Female,North,Monitor,1,286,5,Computers,24000,24000,Sufficient,Adult
TXN000217,2023-02-17,CUST04055,69,Female,West,Speaker,3,18,3,Accessories,2500,7500,Low,Senior
TXN000218,2024-08-01,CUST01056,20,Male,North,Laptop,2,13,3,Computers,65000,130000,Low,Young
TXN000219,2023-01-19,CUST00888,53,Male,South,Laptop,2,139,5,Computers,45000,90000,Sufficient,Middle-Aged
TXN000220,2023-08-04,CUST02333,66,Female,North,Speaker,2,292,2,Accessories,8500,17000,Sufficient,Senior
TXN000221,2023-10-07,CUST04069,28,Female,South,Headphones,3,158,3,Accessories,4500,13500,Sufficient,Adult
TXN000222,2024-02-23,CUST00379,24,Female,West,Monitor,1,155,1,Computers,24000,24000,Sufficient,Young
TXN000223,2023-03-10,CUST04223,59,Female,East,Laptop,1,164,4,Computers,45000,45000,Sufficient,Senior
TXN000224,2024-09-29,CUST02631,35,Female,North,Headphones,2,83,1,Accessories,4500,9000,Sufficient,Adult
TXN000225,2024-08-10,CUST02443,61,Male,South,Tablet,3,190,1,Computers,18000,54000,Sufficient,Senior
TXN000226,2023-03-25,CUST04380,59,Female,East,Headphones,2,162,4,Accessories,1500,3000,Sufficient,Senior
TXN000227,2024-11-06,CUST04209,65,Female,North,Camera,2,59,2,Electronics,55000,110000,Sufficient,Senior
TXN000228,2023-05-15,CUST00080,22,Female,North,Smartwatch,2,205,2,Wearables,4000,8000,Sufficient,Young
TXN000229,2023-08-22,CUST04294,33,Male,South,Tablet,2,16,2,Computers,22000,44000,Low,Adult
TXN000230,2023-06-05,CUST01654,56,Male,South,Smartphone,1,289,5,Electronics,12000,12000,Sufficient,Senior
TXN000231,2024-05-02,CUST00017,58,Female,West,Monitor,2,224,2,Computers,14000,28000,Sufficient,Senior
TXN000232,2023-08-08,CUST04021,49,Male,South,Monitor,3,254,5,Computers,24000,72000,Sufficient,Middle-Aged
TXN000233,2024-05-03,CUST02579,39,Male,North,Monitor,1,94,1,Computers,24000,24000,Sufficient,Adult
TXN000234,2023-10-19,CUST02875,52,Male,West,Smartphone,2,189,4,Electronics,12000,24000,Sufficient,Middle-Aged
TXN000235,2024-01-03,CUST01869,34,Male,West,Tablet,2,209,6,Computers,22000,44000,Sufficient,Adult
